Medicine Name,href,Info
Indinavir  ,https://www.medindia.net/doctors/drug_information/indinavir.htm,"Indinavir  is a protease inhibitor, prescribed for human immunodeficiency virus (HIV) infection in adults that slow the spread of HIV infection in the body."
Indomethacin ,https://www.medindia.net/doctors/drug_information/indomethacin.htm,"Indomethacin is a nonsteroidal anti-inflammatory drug (NSAID), prescribed for fever, pain, stiffness and swelling."
Infliximab ,https://www.medindia.net/doctors/drug_information/infliximab.htm,"Infliximab is a monoclonal antibody, prescribed for autoimmune disorders, joint pain, Crohn's disease, inflammatory bowel disease, ankylosing spondylitis, psoriasis."
"Influenza Vaccine, Recombinant Hemagglutinin ",https://www.medindia.net/doctors/drug_information/influenza_vaccine_recombinant_hemagglutinin.htm,"Influenza Vaccine, Recombinant Hemagglutinin is a vaccine for seasonal influenza caused by virus subtypes A (H1N1 and H3N2) and one of type B."
Influenza Virus Vaccine  ,https://www.medindia.net/doctors/drug_information/influenza_virus_vaccine.htm,"Influenza Virus Vaccine  is an immunization agent, prescribed for children aged 6 months and older against influenza caused by influenza virus."
Ingenol Mebutate Topical Gel ,https://www.medindia.net/doctors/drug_information/ingenol_mebutate_topical_gel.htm,"Ingenol Mebutate Topical Gel is a protein kinase C inhibitor, prescribed for actinic keratosis."
Inotersen ,https://www.medindia.net/doctors/drug_information/inotersen.htm,Inotersen is prescribed to treat severe nerve damage or polyneuropathy which is at stage 1 or 2 in adult patients with hereditary transthyretin-mediated amyloidosis (hATTR).
Inotuzumab ozogamicin ,https://www.medindia.net/doctors/drug_information/inotuzumab_ozogamicin.htm,"Inotuzumab ozogamicin is a CD 22 - directed antibody-drug conjugate which is prescribed to treat adult patients suffering from relapsed or refractory B-cell precursor  acute lymphoblastic leukemia, a type of blood cancer."
Insoluble Prussian Blue  ,https://www.medindia.net/doctors/drug_information/insoluble_prussian_blue.htm,"Insoluble Prussian Blue  is a dark blue pigment, prescribed for internal contamination with radioactive cesium and/or radioactive or non-radioactive thallium to increase their rates of elimination in certain patients."
Insulin  ,https://www.medindia.net/doctors/drug_information/insulin.htm,"Insulin  is a hormone produced in the pancreas, prescribed for type 1 diabetes."
Insulin Aspart ,https://www.medindia.net/doctors/drug_information/insulin_aspart.htm,"Insulin Aspart is a fast-acting form of the hormone insulin, prescribed for diabetes mellitus."
Insulin Detemir ,https://www.medindia.net/doctors/drug_information/insulin_detemir.htm,"Insulin Detemir is a long-acting form of the hormone insulin, prescribed for diabetes in patients with need of insulin to control their diabetes."
Insulin glargine  ,https://www.medindia.net/doctors/drug_information/insulin_glargine.htm,"Insulin glargine  is a long-acting form of the insulin hormone, prescribed for diabetes along with proper diet and exercise program."
Insulin Glulisine ,https://www.medindia.net/doctors/drug_information/insulin_glulisine.htm,"Insulin Glulisine is a fast-acting form of the hormone insulin, prescribed for diabetes mellitus."
Insulin Lispro ,https://www.medindia.net/doctors/drug_information/insulin_lispro.htm,"Insulin Lispro is a fast acting insulin analogue, prescribed for type 1 diabetes."
Interferon Alfa  2A ,https://www.medindia.net/doctors/drug_information/interferon_alfa__2a.htm,"Interferon Alfa  2A is prescribed for hairy cell leukemia (blood cancer), AIDS-related Kaposi's sarcoma (type of cancer that develops in connective tissues), recurrent or metastatic renal cell carcinoma (kidney cancer) and chronic myelogenous leukemia (cancer of white blood cells), hepatitis C, non-Hodgins lymphoma."
Interferon Alfa-2b and Ribavirin  ,https://www.medindia.net/doctors/drug_information/interferon_alfa2b_ribavirin.htm,"Interferon Alfa-2b and Ribavirin  contains antivirals, prescribed for chronic hepatitis C."
Interferon Alfacon-1 ,https://www.medindia.net/doctors/drug_information/interferon_alfacon1.htm,"Interferon Alfacon-1 is an interferon, prescribed for hepatitis C virus infection."
Interferon Alfa-N3 -Human Leukocyte derived ,https://www.medindia.net/doctors/drug_information/interferon_alfan3_human_leukocyte_derived.htm,"Interferon Alfa-N3 -Human Leukocyte derived is a protein, prescribed for genital warts caused by human papilloma virus (HPV)."
Interferon Alpha- Two B ,https://www.medindia.net/doctors/drug_information/interferon_alpha_two_b.htm,"Interferon Alpha- Two B is an antiviral drug, prescribed for chronic hepatitis B and C either alone or with other medications."
Interferon Beta 1A ,https://www.medindia.net/doctors/drug_information/interferon_beta_1a.htm,"Interferon Beta 1A is an immunomodulator, prescribed for multiple sclerosis."
Interferon Beta-1B ,https://www.medindia.net/doctors/drug_information/interferon_beta1b.htm,"Interferon Beta-1B is an interferon, prescribed for multiple sclerosis (MS)."
Interferon Gamma 1B ,https://www.medindia.net/doctors/drug_information/interferon_gamma_1b.htm,"Interferon Gamma 1B is a protein, prescribed for reducing the repeated occurrences and severity of serious infections associated with chronic granulomatous disease."
Intrauterine Copper Contraceptive   ,https://www.medindia.net/doctors/drug_information/intrauterine_copper_contraceptive.htm,"Intrauterine Copper Contraceptive is a contraceptive device, placed in the uterus to prevent pregnancy."
Intravenous Fat Emulsion  ,https://www.medindia.net/doctors/drug_information/intravenous_fat_emulsion.htm,"Intravenous Fat Emulsion  is a sterile, nonpyrogenic fat emulsion, prescribed for patients requiring parenteral nutrition."
Iobenguane I 123 Injection ,https://www.medindia.net/doctors/drug_information/iobenguane_i_123_injection.htm,"Iobenguane I 123 Injection is a diagnostic radiopharmaceutical agent, prescribed for detection of primary or metastatic pheochromocytoma or neuroblastoma."
Iobitridol ,https://www.medindia.net/doctors/drug_information/iobitridol.htm,"Iobitridol is a chemical substance, used as a contrast medium in X-ray imaging."
Iodine ,https://www.medindia.net/doctors/drug_information/iodine.htm,"Iodine is an essential mineral, prescribed as a nutrient, antiseptic, thyroid agent and expectorant."
Iodipamide ,https://www.medindia.net/doctors/drug_information/iodipamide.htm,Iodipamide is a radiopaque contrast medium used for diagnostic tests for the biliary system.
Iodixanol ,https://www.medindia.net/doctors/drug_information/iodixanol.htm,"Iodixanol is a radiopaque contrast agent, prescribed for identifying brain, blood vessels and kidney disorders."
Ioflupane I 123 ,https://www.medindia.net/doctors/drug_information/ioflupane_i_123.htm,"Ioflupane I 123 is a radiopharmaceutical agent, used for brain imaging in adult patients with suspected Parkinsonian syndromes (PS)."
Iopamidol  ,https://www.medindia.net/doctors/drug_information/iopamidol.htm,"Iopamidol  is a radiopaque (RAY dee oh payk) contrast agent, used as a diagnosing agent to identify certain disorders of the heart, brain, blood vessels, and nervous system."
Iopromide ,https://www.medindia.net/doctors/drug_information/iopromide.htm,"Iopromide is a molecule used as a contrast medium, for diagnostic procedures (E."
Ioversol Injection   ,https://www.medindia.net/doctors/drug_information/ioversol_injection.htm,"Ioversol Injection is a radiopaque contrast agent, used to identify certain disorders of the heart, brain and blood vessels."
Ioxilan  ,https://www.medindia.net/doctors/drug_information/ioxilan.htm,"Ioxilan  is a nonionic, water-soluble, triiodinated x-ray contrast agent, prescribed for cerebral arteriography, excretory urography and Contrast Enhanced Computed Tomographic (CECT) imaging of the head and body."
Ipilimumab ,https://www.medindia.net/doctors/drug_information/ipilimumab.htm,"Ipilimumab is a monoclonal antibody, prescribed for melanoma (a type of skin cancer)."
Ipratropium Bromide                                ,https://www.medindia.net/doctors/drug_information/ipratropium_bromide.htm,"Ipratropium Bromide            is a bronchodilator, opens the air passages to the lungs, making it easier to breathe."
Ipriflavone ,https://www.medindia.net/doctors/drug_information/ipriflavone.htm,"Ipriflavone is used for the prevention and treatment of weak bones in postmenopausal women, and for relieving pain associated with osteoporosis."
Irbesartan ,https://www.medindia.net/doctors/drug_information/irbesartan.htm,"Irbesartan is an angiotensin II receptor blocker (ARB), prescribed for high blood pressure either alone or combined with other medications."
Irbesartan and Hydrochlorothiazide	 ,https://www.medindia.net/doctors/drug_information/irbesartan_hydrochlorothiazide.htm,"Irbesartan and Hydrochlorothiazide	 contains angiotensin II receptor blocker and diuretic, prescribed for high blood pressure."
Irinotecan ,https://www.medindia.net/doctors/drug_information/irinotecan.htm,"Irinotecan is an antineoplastic agent, prescribed for colon or rectal cancer, either alone or in combination with other medications."
Iron - III Hydroxide Polymaltose Complex - IPC ,https://www.medindia.net/doctors/drug_information/iron__iii_hydroxide_polymaltose_complex__ipc.htm,"Iron - III Hydroxide Polymaltose Complex - IPC is an iron preparation, prescribed for iron deficiency anemia."
Iron Dextran ,https://www.medindia.net/doctors/drug_information/iron_dextran.htm,"Iron Dextran is an essential mineral, prescribed for anemia or iron deficiency,  megaloblastic anemia as an astringent."
Iron Sucrose ,https://www.medindia.net/doctors/drug_information/iron_sucrose.htm,"Iron Sucrose is a mineral iron, prescribed for iron deficiency anemia especially for kidney failure patients."
Isocarboxazid  ,https://www.medindia.net/doctors/drug_information/isocarboxazid.htm,"Isocarboxazid  is a monoamine oxidase (MAO) inhibitor, prescribed for short-term (up to 6 weeks) depression."
Isoetharine ,https://www.medindia.net/doctors/drug_information/isoetharine.htm,"Isoetharine is a bronchodilator, prescribed for asthma."
Isoflurane ,https://www.medindia.net/doctors/drug_information/isoflurane.htm,"Isoflurane is halogenated ether, used for maintenance of general anesthesia."
Isometheptene and Dichloralphenazone and APAP ,https://www.medindia.net/doctors/drug_information/isometheptene_dichloralphenazone_apap.htm,"Isometheptene and Dichloralphenazone and APAP contains an analgesic, sedative, and sympathomimetic, prescribed for certain types of headaches."
Isoniazid ,https://www.medindia.net/doctors/drug_information/isoniazid.htm,"Isoniazid is an antibiotic agent, prescribed for tuberculosis (TB) either alone or with other medications."
Isoprenaline ,https://www.medindia.net/doctors/drug_information/isoprenaline.htm,"Isoprenaline is a sympathomimetic agent, prescribed for slow or fast heart beat, asthma and chronic bronchitis."
Isopropamide ,https://www.medindia.net/doctors/drug_information/isopropamide.htm,Isopropamide is used for the treatment of peptic ulcer.
Isoproterenol Inhalation ,https://www.medindia.net/doctors/drug_information/isoproterenol_inhalation.htm,"Isoproterenol Inhalation is a sympathomimetic compound, prescribed for asthma, heart attack and shock."
Isosorbide ,https://www.medindia.net/doctors/drug_information/isosorbide.htm,"Isosorbide is a nitrate, prescribed for angina pectoris due to coronary artery disease."
Isosorbide Dinitrate and Hydralazine   ,https://www.medindia.net/doctors/drug_information/isosorbide_dinitrate_hydralazine.htm,"Isosorbide Dinitrate and Hydralazine is a vasodilator combination, prescribed for heart failure."
Isotretinoin ,https://www.medindia.net/doctors/drug_information/isotretinoin.htm,"Isotretinoin is a retinoid, prescribed for acne and other skin disorders."
Isoxsuprine hydrochloride  ,https://www.medindia.net/doctors/drug_information/isoxsuprine_hydrochloride.htm,"Isoxsuprine hydrochloride  is a vasodilator, prescribed for peripheral vascular disease, relief of symptoms associated with cerebrovascular insufficiency, and premature labor."
Isradipine ,https://www.medindia.net/doctors/drug_information/isradipine.htm,"Isradipine is a calcium channel blocker, used to treat high blood pressure."
Itopride ,https://www.medindia.net/doctors/drug_information/itopride.htm,"Itopride is a prokinetic benzamide derivative, prescribed for dyspepsia and other gastrointestinal conditions."
Itraconazole ,https://www.medindia.net/doctors/drug_information/itraconazole.htm,"Itraconazole is an antifungal agent, prescribed for treating fungal infections."
